4.687500e-02 3 3.146920e-05 5.770126e-06 1.353342e-05 5.263137e-03 7.008506e-06 6.973890e-06 5.660746e-06 1.460739e-04 1.460730e-04 5.832810e-04 3.146920e-05 9.177388e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.192302e-05 6.059113e-06 1.379941e-05 5.263683e-03 6.877397e-06 7.454352e-06 5.907969e-06 1.460754e-04 1.460885e-04 5.833373e-04 3.192302e-05 9.178184e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092194e-05 5.701635e-06 1.334955e-05 5.263334e-03 6.848271e-06 6.847541e-06 5.680884e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092194e-05 9.164957e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
4.687500e-02 3 3.092206e-05 5.701672e-06 1.334961e-05 5.263334e-03 6.847626e-06 6.847658e-06 5.680964e-06 1.460838e-04 1.460838e-04 5.833372e-04 3.092206e-05 9.178241e-13 0.000000e+00 0.000000e+00 0.000000e+00 
1.171875e-02 5 1.847279e-06 3.511036e-07 8.112620e-07 5.284989e-03 4.002583e-07 4.002588e-07 2.372185e-07 1.461492e-04 1.461492e-04 5.833355e-04 1.847279e-06 1.984449e-13 0.000000e+00 0.000000e+00 0.000000e+00 
