2.5600000000000e-98 9.0003115746767e-01 0.0000000000000e+00 -6.8124360109811e-01 0.0000000000000e+00 1.2434230489649e-02 0.0000000000000e+00 -2.8734517049849e+00 0.0000000000000e+00 -8.6736173798840e-18 0.0000000000000e+00 -4.1633363423443e-16 0.0000000000000e+00 0.0000000000000e+00 0.0000000000000e+00 -8.5001450322864e-17 0.0000000000000e+00 -1.7347234759768e-18 0.0000000000000e+00 2.2331767609439e-01 0.0000000000000e+00 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 0.0000000000000e+00 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 0.0000000000000e+00 6.8179282531280e-06 0.0000000000000e+00 -6.0986372202310e-20 2.8189256484623e-18 -7.5726559233802e-12 
2.5600000000000e-98 9.0003115746767e-01 0.0000000000000e+00 -6.8124360109811e-01 0.0000000000000e+00 1.2434230489649e-02 0.0000000000000e+00 -2.8734517049849e+00 0.0000000000000e+00 -8.6736173798840e-18 0.0000000000000e+00 -4.1633363423443e-16 0.0000000000000e+00 0.0000000000000e+00 0.0000000000000e+00 -8.5001450322864e-17 0.0000000000000e+00 -1.7347234759768e-18 0.0000000000000e+00 2.2331767609439e-01 0.0000000000000e+00 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 0.0000000000000e+00 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 0.0000000000000e+00 6.8179282531280e-06 0.0000000000000e+00 -6.0986372202310e-20 2.8189256484623e-18 -7.5726559233802e-12 
3.3411904370134e-02 9.0003115746767e-01 2.1367703810993e-07 -6.8124360109811e-01 -1.3753722774509e-07 2.3722925862969e-02 4.9013966725813e-04 -2.8740365186967e+00 -1.5542845752589e-09 3.4060878897124e-17 -1.9265802731837e-10 1.0332738858809e-16 -2.1991042396081e-10 -8.9455744168293e-19 -9.0649382392365e-23 -7.8931367377378e-17 -1.4492204331929e-21 2.3388846665558e-18 -4.6360112912359e-20 2.2331767609439e-01 -6.7340066463243e-08 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 5.3428397426117e-08 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 5.3410870642471e-08 6.8179282531280e-06 1.0683777004134e-07 1.4490757870706e-12 -1.2959740702465e-11 -3.4545053082102e-06 
6.6540738622817e-02 9.0003115746767e-01 4.1261757781702e-07 -6.8124360109811e-01 -2.0488089077872e-07 2.9252006085912e-02 1.4035430606437e-03 -2.8767447743019e+00 -3.0095629758058e-09 4.7119539212636e-17 -2.0498410319396e-10 -7.4602335839555e-17 -1.7750895025627e-10 4.8737899482457e-19 -5.1198279390484e-22 -7.4593523057309e-17 -4.1359030627651e-22 4.3244229527387e-18 -2.2922617170038e-19 2.2331767609439e-01 -1.1909183106067e-07 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 1.0317963088685e-07 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 1.0313058965359e-07 6.8179282531288e-06 2.0630735727658e-07 5.7398043498583e-12 -4.3557148339535e-11 -6.3261799468901e-06 
9.9501272075451e-02 9.0003115746767e-01 5.9848791837386e-07 -6.8124360109811e-01 -2.3540114286400e-07 3.2391421591027e-02 2.4759255831602e-03 -2.8808227991924e+00 -4.3789679718635e-09 8.5930637400991e-17 -3.4183600562045e-10 -4.7712870541045e-17 -1.9521612018673e-10 2.0045431129544e-18 -1.2309061437900e-21 -8.1479593207299e-17 5.2410163611360e-20 7.0425066508332e-18 -7.0953888243816e-19 2.2331767609439e-01 -1.3229344681571e-07 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 1.4963908688146e-07 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 1.4960564479762e-07 6.8179282531288e-06 2.9924318669478e-07 1.9111924303079e-11 3.5401451301681e-11 -8.8400006024957e-06 
2.5600000000000e-98 9.0003115746767e-01 0.0000000000000e+00 -6.8124360109811e-01 0.0000000000000e+00 1.2434230489649e-02 0.0000000000000e+00 -2.8734517049849e+00 0.0000000000000e+00 -8.6736173798840e-18 0.0000000000000e+00 -4.1633363423443e-16 0.0000000000000e+00 0.0000000000000e+00 0.0000000000000e+00 -8.5001450322864e-17 0.0000000000000e+00 -1.7347234759768e-18 0.0000000000000e+00 2.2331767609439e-01 0.0000000000000e+00 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 0.0000000000000e+00 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 0.0000000000000e+00 6.8179282531280e-06 0.0000000000000e+00 -6.0986372202310e-20 2.8189256484623e-18 -7.5726559233802e-12 
2.5600000000000e-98 9.0003115746767e-01 0.0000000000000e+00 -6.8124360109811e-01 0.0000000000000e+00 1.2434230489649e-02 0.0000000000000e+00 -2.8734517049849e+00 0.0000000000000e+00 -8.6736173798840e-18 0.0000000000000e+00 -4.1633363423443e-16 0.0000000000000e+00 0.0000000000000e+00 0.0000000000000e+00 -8.5001450322864e-17 0.0000000000000e+00 -1.7347234759768e-18 0.0000000000000e+00 2.2331767609439e-01 0.0000000000000e+00 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 0.0000000000000e+00 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 0.0000000000000e+00 6.8179282531280e-06 0.0000000000000e+00 -6.0986372202310e-20 2.8189256484623e-18 -7.5726559233802e-12 
3.3411904370134e-02 9.0003115746767e-01 2.1367703810993e-07 -6.8124360109811e-01 -1.3753722774509e-07 2.3722925862969e-02 4.9013966725813e-04 -2.8740365186967e+00 -1.5542845752589e-09 3.4060878897124e-17 -1.9265802731837e-10 1.0332738858809e-16 -2.1991042396081e-10 -8.9455744168293e-19 -9.0649382392365e-23 -7.8931367377378e-17 -1.4492204331929e-21 2.3388846665558e-18 -4.6360112912359e-20 2.2331767609439e-01 -6.7340066463243e-08 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 5.3428397426117e-08 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 5.3410870642471e-08 6.8179282531280e-06 1.0683777004134e-07 1.4490757870706e-12 -1.2959740702465e-11 -3.4545053082102e-06 
6.6540738622817e-02 9.0003115746767e-01 4.1261757781702e-07 -6.8124360109811e-01 -2.0488089077872e-07 2.9252006085912e-02 1.4035430606437e-03 -2.8767447743019e+00 -3.0095629758058e-09 4.7119539212636e-17 -2.0498410319396e-10 -7.4602335839555e-17 -1.7750895025627e-10 4.8737899482457e-19 -5.1198279390484e-22 -7.4593523057309e-17 -4.1359030627651e-22 4.3244229527387e-18 -2.2922617170038e-19 2.2331767609439e-01 -1.1909183106067e-07 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 1.0317963088685e-07 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 1.0313058965359e-07 6.8179282531288e-06 2.0630735727658e-07 5.7398043498583e-12 -4.3557148339535e-11 -6.3261799468901e-06 
9.9501272075451e-02 9.0003115746767e-01 5.9848791837386e-07 -6.8124360109811e-01 -2.3540114286400e-07 3.2391421591027e-02 2.4759255831602e-03 -2.8808227991924e+00 -4.3789679718635e-09 8.5930637400991e-17 -3.4183600562045e-10 -4.7712870541045e-17 -1.9521612018673e-10 2.0045431129544e-18 -1.2309061437900e-21 -8.1479593207299e-17 5.2410163611360e-20 7.0425066508332e-18 -7.0953888243816e-19 2.2331767609439e-01 -1.3229344681571e-07 3.9909954718717e-01 0.0000000000000e+00 1.3031068056712e-01 1.4963908688146e-07 3.7042477874334e-01 0.0000000000000e+00 1.8933304178244e-04 1.4960564479762e-07 6.8179282531288e-06 2.9924318669478e-07 1.9111924303079e-11 3.5401451301681e-11 -8.8400006024957e-06 
