7 3.341190e-02 4.160397e-03 1.885616e+01 3.236642e-02 -4.050720e-01 1.157349e-02 -1.157349e-02 1.483639e+00 3.894304e+01 4.058235e+01 4.051851e-01 4.069099e-01 2 2537 2220 2664
15 6.654074e-02 4.129051e-03 2.105912e+01 6.445864e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.494902e+00 4.079623e+01 4.117003e+01 3.795742e-01 3.765968e-01 2 2825 2472 2840
23 9.950127e-02 4.113860e-03 2.136247e+01 9.638781e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.500422e+00 4.132465e+01 4.170163e+01 3.808560e-01 3.772330e-01 2 2857 2500 2856
25 1.077243e-01 4.110751e-03 5.792247e+00 1.043536e-01 -4.050720e-01 1.157349e-02 1.157349e-02 1.501557e+00 4.180743e+01 4.180741e+01 4.077358e-01 4.077361e-01 2 2873 2514 2864
7 3.341190e-02 4.160397e-03 1.913196e+01 3.236642e-02 -4.050720e-01 1.157349e-02 -1.157349e-02 1.483639e+00 3.894304e+01 4.058235e+01 4.051851e-01 4.069099e-01 2 2537 2220 2664
15 6.654074e-02 4.129051e-03 2.139359e+01 6.445864e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.494902e+00 4.079623e+01 4.117003e+01 3.795742e-01 3.765968e-01 2 2825 2472 2840
23 9.950127e-02 4.113860e-03 2.173271e+01 9.638781e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.500422e+00 4.132465e+01 4.170163e+01 3.808560e-01 3.772330e-01 2 2857 2500 2856
25 1.077243e-01 4.110751e-03 5.876361e+00 1.043536e-01 -4.050720e-01 1.157349e-02 1.157349e-02 1.501557e+00 4.180743e+01 4.180741e+01 4.077358e-01 4.077361e-01 2 2873 2514 2864
7 3.341190e-02 4.160397e-03 1.930693e+01 3.236642e-02 -4.050720e-01 1.157349e-02 -1.157349e-02 1.483639e+00 3.894304e+01 4.058235e+01 4.051851e-01 4.069099e-01 2 2537 2220 2664
15 6.654074e-02 4.129051e-03 2.165794e+01 6.445864e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.494902e+00 4.079623e+01 4.117003e+01 3.795742e-01 3.765968e-01 2 2825 2472 2840
23 9.950127e-02 4.113860e-03 2.193608e+01 9.638781e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.500422e+00 4.132465e+01 4.170163e+01 3.808560e-01 3.772330e-01 2 2857 2500 2856
25 1.077243e-01 4.110751e-03 5.948925e+00 1.043536e-01 -4.050720e-01 1.157349e-02 1.157349e-02 1.501557e+00 4.180743e+01 4.180741e+01 4.077358e-01 4.077361e-01 2 2873 2514 2864
7 3.341190e-02 4.160397e-03 1.902717e+01 3.236642e-02 -4.050720e-01 1.157349e-02 -1.157349e-02 1.483639e+00 3.894304e+01 4.058235e+01 4.051851e-01 4.069099e-01 2 2537 2220 2664
15 6.654074e-02 4.129051e-03 2.127093e+01 6.445864e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.494902e+00 4.079623e+01 4.117003e+01 3.795742e-01 3.765968e-01 2 2825 2472 2840
23 9.950127e-02 4.113860e-03 2.159887e+01 9.638781e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.500422e+00 4.132465e+01 4.170163e+01 3.808560e-01 3.772330e-01 2 2857 2500 2856
25 1.077243e-01 4.110751e-03 5.849186e+00 1.043536e-01 -4.050720e-01 1.157349e-02 1.157349e-02 1.501557e+00 4.180743e+01 4.180741e+01 4.077358e-01 4.077361e-01 2 2873 2514 2864
7 3.341190e-02 4.160397e-03 1.895764e+01 3.236642e-02 -4.050720e-01 1.157349e-02 -1.157349e-02 1.483639e+00 3.894304e+01 4.058235e+01 4.051851e-01 4.069099e-01 2 2537 2220 2664
15 6.654074e-02 4.129051e-03 2.122334e+01 6.445864e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.494902e+00 4.079623e+01 4.117003e+01 3.795742e-01 3.765968e-01 2 2825 2472 2840
23 9.950127e-02 4.113860e-03 2.149120e+01 9.638781e-02 -4.050720e-01 -1.157349e-02 -1.157349e-02 1.500422e+00 4.132465e+01 4.170163e+01 3.808560e-01 3.772330e-01 2 2857 2500 2856
25 1.077243e-01 4.110751e-03 5.817848e+00 1.043536e-01 -4.050720e-01 1.157349e-02 1.157349e-02 1.501557e+00 4.180743e+01 4.180741e+01 4.077358e-01 4.077361e-01 2 2873 2514 2864
